term,score,label
niftiness,1.75,abstract
purposefulness,1.75,abstract
quandary,1.75,abstract
recalcitrance,1.75,abstract
relativism,1.75,abstract
retrospect,1.75,abstract
uncertainty,1.75,abstract
affecting,1.75,abstract
assigned,1.75,abstract
assume,1.75,abstract
bespoke,1.75,abstract
embody,1.75,abstract
enchant,1.75,abstract
exonerate,1.75,abstract
fascinate,1.75,abstract
glowering,1.75,abstract
intimidate,1.75,abstract
lament,1.75,abstract
profane,1.75,abstract
seem,1.75,abstract
undermining,1.75,abstract
abstractionism,1.75,abstract
aftermost,1.75,abstract
agreeability,1.75,abstract
allowableness,1.75,abstract
annoyingness,1.75,abstract
cognizable,1.75,abstract
congruously,1.75,abstract
contradictive,1.75,abstract
cultism,1.75,abstract
deprecation,1.75,abstract
desirously,1.75,abstract
detestability,1.75,abstract
directivity,1.75,abstract
dispraisingly,1.75,abstract
dream up,1.75,abstract
endorsable,1.75,abstract
fickleness,1.75,abstract
freakily,1.75,abstract
gameness,1.75,abstract
greathearted,1.75,abstract
impassability,1.75,abstract
impressionistically,1.75,abstract
incommensurably,1.75,abstract
inefficacy,1.75,abstract
jazzily,1.75,abstract
mutinously,1.75,abstract
nationalize,1.75,abstract
noncumulative,1.75,abstract
noninterference,1.75,abstract
perusable,1.75,abstract
prequalify,1.75,abstract
reactively,1.75,abstract
recallable,1.75,abstract
sinisterly,1.75,abstract
subserviently,1.75,abstract
susceptibly,1.75,abstract
tactfulness,1.75,abstract
tastelessly,1.75,abstract
tyrannize,1.75,abstract
unaffectedness,1.75,abstract
unassimilated,1.75,abstract
uncertainness,1.75,abstract
underestimation,1.75,abstract
unenforced,1.75,abstract
unlikeness,1.75,abstract
unobservable,1.75,abstract
unperceived,1.75,abstract
beatable,1.76,abstract
bewildering,1.76,abstract
conspiratorial,1.76,abstract
counterintuitive,1.76,abstract
egotistical,1.76,abstract
envious,1.76,abstract
eternal,1.76,abstract
forlorn,1.76,abstract
formidable,1.76,abstract
genocidal,1.76,abstract
glorified,1.76,abstract
helpful,1.76,abstract
homicidal,1.76,abstract
impertinent,1.76,abstract
indecipherable,1.76,abstract
infamous,1.76,abstract
insincere,1.76,abstract
interdepartmental,1.76,abstract
learnable,1.76,abstract
likely,1.76,abstract
lucky,1.76,abstract
misleading,1.76,abstract
optimal,1.76,abstract
optimum,1.76,abstract
overall,1.76,abstract
reluctant,1.76,abstract
special,1.76,abstract
surrealistic,1.76,abstract
traditional,1.76,abstract
trustful,1.76,abstract
uncomprehending,1.76,abstract
underwhelmed,1.76,abstract
unpretentious,1.76,abstract
unrivaled,1.76,abstract
unselfconscious,1.76,abstract
untold,1.76,abstract
untruthful,1.76,abstract
continually,1.76,abstract
courageously,1.76,abstract
crucially,1.76,abstract
expediently,1.76,abstract
gingerly,1.76,abstract
introspectively,1.76,abstract
lackadaisically,1.76,abstract
morbidly,1.76,abstract
seismically,1.76,abstract
severely,1.76,abstract
tragically,1.76,abstract
unlawfully,1.76,abstract
villainously,1.76,abstract
assurance,1.76,abstract
betrayal,1.76,abstract
bonkers,1.76,abstract
carelessness,1.76,abstract
conspiracy,1.76,abstract
disinterestedness,1.76,abstract
dormancy,1.76,abstract
ferocity,1.76,abstract
hideousness,1.76,abstract
hipness,1.76,abstract
humbleness,1.76,abstract
lunacy,1.76,abstract
methodology,1.76,abstract
misadventure,1.76,abstract
pacification,1.76,abstract
parapsychology,1.76,abstract
pretense,1.76,abstract
priority,1.76,abstract
repute,1.76,abstract
severity,1.76,abstract
sociability,1.76,abstract
stigma,1.76,abstract
tact,1.76,abstract
wits,1.76,abstract
allege,1.76,abstract
beguile,1.76,abstract
corroborate,1.76,abstract
dedicated,1.76,abstract
disclosed,1.76,abstract
exceed,1.76,abstract
fascinated,1.76,abstract
generalize,1.76,abstract
imagines,1.76,abstract
immortalize,1.76,abstract
quantify,1.76,abstract
reclaim,1.76,abstract
rehabilitate,1.76,abstract
yearn,1.76,abstract
absentmindedly,1.76,abstract
anarchical,1.76,abstract
apologetics,1.76,abstract
assertively,1.76,abstract
awardable,1.76,abstract
blamable,1.76,abstract
comprehendingly,1.76,abstract
correctively,1.76,abstract
delightsome,1.76,abstract
deludingly,1.76,abstract
discriminatingly,1.76,abstract
disenchant,1.76,abstract
disreputability,1.76,abstract
distressfulness,1.76,abstract
elfishly,1.76,abstract
enticingly,1.76,abstract
ethereally,1.76,abstract
falseness,1.76,abstract
far cry,1.76,abstract
feasibly,1.76,abstract
ferventness,1.76,abstract
forethoughtfully,1.76,abstract
forwardly,1.76,abstract
frumpishly,1.76,abstract
goodliness,1.76,abstract
helpingly,1.76,abstract
hurtfully,1.76,abstract
imperiousness,1.76,abstract
impressionably,1.76,abstract
impressiveness,1.76,abstract
inapplicably,1.76,abstract
inattentiveness,1.76,abstract
incursive,1.76,abstract
inevitableness,1.76,abstract
ingeniously,1.76,abstract
insufferableness,1.76,abstract
insusceptibility,1.76,abstract
interestedness,1.76,abstract
interrelate,1.76,abstract
irrelevance,1.76,abstract
judgingly,1.76,abstract
legitimism,1.76,abstract
misemploy,1.76,abstract
nonconformity,1.76,abstract
obtainment,1.76,abstract
overemphatic,1.76,abstract
perfectionistic,1.76,abstract
public opinion,1.76,abstract
pursuable,1.76,abstract
qualifiable,1.76,abstract
rationalism,1.76,abstract
reattribute,1.76,abstract
reconsolidate,1.76,abstract
scornfulness,1.76,abstract
selfhood,1.76,abstract
sociologic,1.76,abstract
tyrannically,1.76,abstract
uneconomically,1.76,abstract
unstilted,1.76,abstract
unsystematic,1.76,abstract
worthlessly,1.76,abstract
abridged,1.77,abstract
ambassadorial,1.77,abstract
astrophysical,1.77,abstract
beneficial,1.77,abstract
charismatic,1.77,abstract
cosmological,1.77,abstract
gainful,1.77,abstract
grueling,1.77,abstract
inopportune,1.77,abstract
insane,1.77,abstract
insightful,1.77,abstract
irreverent,1.77,abstract
newish,1.77,abstract
paranoid,1.77,abstract
plausible,1.77,abstract
prudent,1.77,abstract
referential,1.77,abstract
sacred,1.77,abstract
snazzy,1.77,abstract
sympathetic,1.77,abstract
unable,1.77,abstract
unaffected,1.77,abstract
unassailable,1.77,abstract
unconditional,1.77,abstract
underprepared,1.77,abstract
undeterred,1.77,abstract
unsung,1.77,abstract
unwarrantable,1.77,abstract
circumstantially,1.77,abstract
diligently,1.77,abstract
faithfully,1.77,abstract
inexpertly,1.77,abstract
materialistically,1.77,abstract
rascally,1.77,abstract
reliably,1.77,abstract
sometimes,1.77,abstract
stringently,1.77,abstract
succinctly,1.77,abstract
thereabouts,1.77,abstract
unduly,1.77,abstract
unsparingly,1.77,abstract
unsuspectingly,1.77,abstract
abstinent,1.77,abstract
allegiance,1.77,abstract
antimatter,1.77,abstract
attunement,1.77,abstract
circumstance,1.77,abstract
committal,1.77,abstract
courtesy,1.77,abstract
detriment,1.77,abstract
disservice,1.77,abstract
economics,1.77,abstract
fundamentalism,1.77,abstract
impunity,1.77,abstract
legality,1.77,abstract
normalcy,1.77,abstract
oddness,1.77,abstract
powers,1.77,abstract
preciousness,1.77,abstract
respite,1.77,abstract
safeness,1.77,abstract
sensitivity,1.77,abstract
supposition,1.77,abstract
about,1.77,abstract
regarding,1.77,abstract
accommodating,1.77,abstract
admiring,1.77,abstract
caring,1.77,abstract
consecrate,1.77,abstract
had,1.77,abstract
insinuate,1.77,abstract
perturbed,1.77,abstract
proving,1.77,abstract
sapping,1.77,abstract
tantalize,1.77,abstract
wish,1.77,abstract
admonishingly,1.77,abstract
apprehensiveness,1.77,abstract
blasphemously,1.77,abstract
changeableness,1.77,abstract
colloquially,1.77,abstract
conversationally,1.77,abstract
delectability,1.77,abstract
disagreeably,1.77,abstract
dismally,1.77,abstract
dispassionateness,1.77,abstract
dreamful,1.77,abstract
eligibly,1.77,abstract
expansively,1.77,abstract
expectance,1.77,abstract
eye opener,1.77,abstract
facilitative,1.77,abstract
factualness,1.77,abstract
fastidiously,1.77,abstract
hardheartedly,1.77,abstract
harmoniousness,1.77,abstract
impudently,1.77,abstract
inanimately,1.77,abstract
infatuate,1.77,abstract
intellective,1.77,abstract
irregularly,1.77,abstract
lawlessly,1.77,abstract
lifelikeness,1.77,abstract
livingly,1.77,abstract
misinform,1.77,abstract
murderousness,1.77,abstract
naivete,1.77,abstract
obliviously,1.77,abstract
obtuseness,1.77,abstract
outlearn,1.77,abstract
predicatively,1.77,abstract
professionalization,1.77,abstract
profitableness,1.77,abstract
reinvigoration,1.77,abstract
revalidation,1.77,abstract
ruefully,1.77,abstract
self esteem,1.77,abstract
sensatory,1.77,abstract
sneeringly,1.77,abstract
sulkiness,1.77,abstract
traditionalize,1.77,abstract
unconnectedly,1.77,abstract
unobserving,1.77,abstract
unusualness,1.77,abstract
unyieldingly,1.77,abstract
usualness,1.77,abstract
vainness,1.77,abstract
validly,1.77,abstract
weightily,1.77,abstract
withdrawnness,1.77,abstract
annual,1.78,abstract
apt,1.78,abstract
attentive,1.78,abstract
awed,1.78,abstract
careless,1.78,abstract
contemplative,1.78,abstract
contentious,1.78,abstract
deceptive,1.78,abstract
deliberate,1.78,abstract
deplorable,1.78,abstract
discernible,1.78,abstract
dispassionate,1.78,abstract
ditsy,1.78,abstract
evolutionary,1.78,abstract
exquisite,1.78,abstract
fantastic,1.78,abstract
forgiving,1.78,abstract
galore,1.78,abstract
grateful,1.78,abstract
gullible,1.78,abstract
honorable,1.78,abstract
overwhelming,1.78,abstract
parliamentary,1.78,abstract
phenomenal,1.78,abstract
prideful,1.78,abstract
proper,1.78,abstract
reasonable,1.78,abstract
releasable,1.78,abstract
sacrilegious,1.78,abstract
swoony,1.78,abstract
unaccountable,1.78,abstract
unalterable,1.78,abstract
unfortunate,1.78,abstract
unspent,1.78,abstract
untranslatable,1.78,abstract
useless,1.78,abstract
victimless,1.78,abstract
ably,1.78,abstract
ambitiously,1.78,abstract
catastrophically,1.78,abstract
drastically,1.78,abstract
eccentrically,1.78,abstract
efficiently,1.78,abstract
flawlessly,1.78,abstract
meekly,1.78,abstract
nightmarishly,1.78,abstract
phenomenally,1.78,abstract
totally,1.78,abstract
uneventfully,1.78,abstract
unluckily,1.78,abstract
verbatim,1.78,abstract
wooingly,1.78,abstract
amen,1.78,abstract
grace,1.78,abstract
absolution,1.78,abstract
addictiveness,1.78,abstract
capitulation,1.78,abstract
closure,1.78,abstract
competence,1.78,abstract
comprehension,1.78,abstract
crossness,1.78,abstract
cynicism,1.78,abstract
democracy,1.78,abstract
disparity,1.78,abstract
gratification,1.78,abstract
inception,1.78,abstract
interconnectedness,1.78,abstract
lowness,1.78,abstract
nationalism,1.78,abstract
receptivity,1.78,abstract
resentment,1.78,abstract
stinginess,1.78,abstract
vitality,1.78,abstract
worthiness,1.78,abstract
apprise,1.78,abstract
behave,1.78,abstract
conclude,1.78,abstract
cope,1.78,abstract
endeared,1.78,abstract
envying,1.78,abstract
fulfill,1.78,abstract
happen,1.78,abstract
needing,1.78,abstract
pervade,1.78,abstract
pondering,1.78,abstract
revered,1.78,abstract
surmise,1.78,abstract
tolerate,1.78,abstract
agonistic,1.78,abstract
ambitiousness,1.78,abstract
anticensorship,1.78,abstract
bewilderedly,1.78,abstract
compassionless,1.78,abstract
conceivability,1.78,abstract
conductively,1.78,abstract
confirmable,1.78,abstract
convincible,1.78,abstract
countersense,1.78,abstract
curiousness,1.78,abstract
dimensionless,1.78,abstract
disputative,1.78,abstract
enjoyableness,1.78,abstract
fixedly,1.78,abstract
groundlessness,1.78,abstract
heartbrokenness,1.78,abstract
hierarchically,1.78,abstract
inauspiciously,1.78,abstract
incessancy,1.78,abstract
incomprehensively,1.78,abstract
intangibleness,1.78,abstract
manageability,1.78,abstract
mischaracterize,1.78,abstract
misconceive,1.78,abstract
naturalize,1.78,abstract
neutralism,1.78,abstract
nonresistant,1.78,abstract
nonsensically,1.78,abstract
of late,1.78,abstract
overcautiously,1.78,abstract
perceptibility,1.78,abstract
premeditative,1.78,abstract
propagandistic,1.78,abstract
recessively,1.78,abstract
revisionary,1.78,abstract
semisecret,1.78,abstract
sensitization,1.78,abstract
simplex,1.78,abstract
snootily,1.78,abstract
tastefulness,1.78,abstract
unallowable,1.78,abstract
unassertive,1.78,abstract
uncompressible,1.78,abstract
vengefulness,1.78,abstract
adventuresome,1.79,abstract
avoidable,1.79,abstract
bizarre,1.79,abstract
catchy,1.79,abstract
clever,1.79,abstract
compassionate,1.79,abstract
crummiest,1.79,abstract
depressing,1.79,abstract
discriminative,1.79,abstract
equivocal,1.79,abstract
eventful,1.79,abstract
extensive,1.79,abstract
fiendish,1.79,abstract
foolproof,1.79,abstract
heartless,1.79,abstract
humane,1.79,abstract
humanistic,1.79,abstract
imaginable,1.79,abstract
incontestable,1.79,abstract
indigent,1.79,abstract
inordinate,1.79,abstract
irrational,1.79,abstract
judgmental,1.79,abstract
legal,1.79,abstract
meddlesome,1.79,abstract
memorable,1.79,abstract
negative,1.79,abstract
null,1.79,abstract
obstinate,1.79,abstract
opposite,1.79,abstract
ordinary,1.79,abstract
parochial,1.79,abstract
priceless,1.79,abstract
proficient,1.79,abstract
provincial,1.79,abstract
questionable,1.79,abstract
renewed,1.79,abstract
respective,1.79,abstract
retroactive,1.79,abstract
ridiculous,1.79,abstract
sane,1.79,abstract
sobering,1.79,abstract
spiritual,1.79,abstract
splendid,1.79,abstract
suggestible,1.79,abstract
supersensory,1.79,abstract
treasonable,1.79,abstract
unaccustomed,1.79,abstract
undemanding,1.79,abstract
undoubted,1.79,abstract
unexplained,1.79,abstract
unexplored,1.79,abstract
unintentional,1.79,abstract
unlucky,1.79,abstract
unpremeditated,1.79,abstract
unpronounceable,1.79,abstract
unreasoning,1.79,abstract
unrecoverable,1.79,abstract
unrelieved,1.79,abstract
whorish,1.79,abstract
appropriately,1.79,abstract
arguably,1.79,abstract
bountifully,1.79,abstract
concisely,1.79,abstract
corruptly,1.79,abstract
culturally,1.79,abstract
distinctively,1.79,abstract
genuinely,1.79,abstract
grievously,1.79,abstract
henceforth,1.79,abstract
however,1.79,abstract
impartially,1.79,abstract
instinctively,1.79,abstract
intelligently,1.79,abstract
lawyerly,1.79,abstract
minutely,1.79,abstract
nowhere,1.79,abstract
singularly,1.79,abstract
slightly,1.79,abstract
solemnly,1.79,abstract
soon,1.79,abstract
spitefully,1.79,abstract
tantalizingly,1.79,abstract
tentatively,1.79,abstract
uncommonly,1.79,abstract
whenever,1.79,abstract
paramount,1.79,abstract
activism,1.79,abstract
allegation,1.79,abstract
anomaly,1.79,abstract
believability,1.79,abstract
censorship,1.79,abstract
cognition,1.79,abstract
compulsion,1.79,abstract
compulsiveness,1.79,abstract
conformity,1.79,abstract
dogma,1.79,abstract
edification,1.79,abstract
enigma,1.79,abstract
entitlement,1.79,abstract
evasiveness,1.79,abstract
foreignness,1.79,abstract
foresight,1.79,abstract
gayness,1.79,abstract
hardship,1.79,abstract
incompatibility,1.79,abstract
ineptitude,1.79,abstract
inflection,1.79,abstract
issuance,1.79,abstract
loftiness,1.79,abstract
logics,1.79,abstract
malpractice,1.79,abstract
meaninglessness,1.79,abstract
monotony,1.79,abstract
newness,1.79,abstract
omniscience,1.79,abstract
pluralism,1.79,abstract
politeness,1.79,abstract
regard,1.79,abstract
respectability,1.79,abstract
socialization,1.79,abstract
sociology,1.79,abstract
soulfulness,1.79,abstract
suggestibility,1.79,abstract
understatement,1.79,abstract
unpopularity,1.79,abstract
worldliness,1.79,abstract
via,1.79,abstract
acclimate,1.79,abstract
appeasing,1.79,abstract
beholding,1.79,abstract
condone,1.79,abstract
determined,1.79,abstract
disillusioned,1.79,abstract
doubt,1.79,abstract
dumbfound,1.79,abstract
exceeding,1.79,abstract
instigate,1.79,abstract
intending,1.79,abstract
maximize,1.79,abstract
minded,1.79,abstract
patronize,1.79,abstract
perplexed,1.79,abstract
pitying,1.79,abstract
preoccupy,1.79,abstract
preside,1.79,abstract
presume,1.79,abstract
propagandize,1.79,abstract
reconcile,1.79,abstract
rediscover,1.79,abstract
regain,1.79,abstract
aestheticism,1.79,abstract
allocable,1.79,abstract
americanize,1.79,abstract
artlessness,1.79,abstract
asexualize,1.79,abstract
conditionally,1.79,abstract
congruently,1.79,abstract
convictional,1.79,abstract
corruptive,1.79,abstract
daringness,1.79,abstract
deficiently,1.79,abstract
derogatively,1.79,abstract
developable,1.79,abstract
disconnectedly,1.79,abstract
discoverability,1.79,abstract
dislikable,1.79,abstract
disputable,1.79,abstract
drearily,1.79,abstract
dumpily,1.79,abstract
ethicalness,1.79,abstract
exaggeratedly,1.79,abstract
extendedly,1.79,abstract
faultfinding,1.79,abstract
forgivingly,1.79,abstract
franticly,1.79,abstract
hairsplitter,1.79,abstract
incalculability,1.79,abstract
inclusively,1.79,abstract
indigenousness,1.79,abstract
insolvable,1.79,abstract
intuitiveness,1.79,abstract
lovability,1.79,abstract
meticulousness,1.79,abstract
nationalistically,1.79,abstract
nonpartisanship,1.79,abstract
overcritical,1.79,abstract
paternalistic,1.79,abstract
professedly,1.79,abstract
punitively,1.79,abstract
remissive,1.79,abstract
satisfier,1.79,abstract
speculatively,1.79,abstract
startlingly,1.79,abstract
susceptibleness,1.79,abstract
swayable,1.79,abstract
thriftlessly,1.79,abstract
unadoptable,1.79,abstract
uncivilly,1.79,abstract
undiscoverable,1.79,abstract
unharmonious,1.79,abstract
unlearned,1.79,abstract
veraciously,1.79,abstract
vicariousness,1.79,abstract
waywardly,1.79,abstract
womanishness,1.79,abstract
spitefulness,1.8,abstract
accessible,1.8,abstract
analytic,1.8,abstract
bewildered,1.8,abstract
determinative,1.8,abstract
dire,1.8,abstract
equalizing,1.8,abstract
fanciful,1.8,abstract
indiscreet,1.8,abstract
indubitable,1.8,abstract
necessary,1.8,abstract
neutral,1.8,abstract
outrageous,1.8,abstract
perfunctory,1.8,abstract
prim,1.8,abstract
satisfactory,1.8,abstract
